nombre_empleado;edad;departamento;salud;dinero;familia;amor
Luis Martínez;49;Compras;17%;3%;14%;19%
Luis Torres;53;Marketing;2%;7%;11%;19%
Carlos Gómez;45;Ventas;25%;5%;7%;20%
Mariana López;25;Compras;21%;10%;17%;15%
Camila Pérez;40;Recursos Humanos;22%;6%;22%;4%
Mariana Ramírez;57;Finanzas;18%;12%;17%;4%
Camila Fernández;64;Ventas;15%;22%;15%;12%
Camila Martínez;35;Finanzas;23%;17%;19%;5%
Luis Gómez;38;Recursos Humanos;2%;24%;20%;15%
Valentina Sánchez;48;Ventas;18%;21%;9%;4%
Valentina Pérez;29;Finanzas;14%;25%;7%;14%
Carlos Gómez;50;Compras;1%;14%;13%;1%
Camila Rodríguez;58;Producción;12%;2%;8%;17%
Mariana Gómez;50;Compras;4%;18%;12%;25%
Valentina Martínez;41;Logística;1%;11%;21%;2%
Juan Sánchez;28;Producción;7%;21%;8%;13%
Andrea Torres;46;Marketing;11%;6%;18%;6%
Carlos Sánchez;42;Marketing;15%;6%;8%;4%
Carlos López;34;Recursos Humanos;22%;18%;3%;3%
Sebastián Martínez;65;Recursos Humanos;19%;13%;6%;21%
Pedro Arango;37;Marketing;20%;7%;24%;15%
Camila López;54;Marketing;4%;10%;15%;24%
Luis Ramírez;28;Sistemas;4%;17%;17%;25%
Sebastián López;62;Recursos Humanos;13%;20%;22%;12%
Sebastián López;41;Sistemas;14%;6%;7%;22%
Camila Ramírez;20;Logística;4%;1%;7%;10%
Pedro Torres;35;Ventas;7%;8%;16%;8%
Pedro Pérez;35;Producción;19%;23%;2%;19%
Juan Ramírez;37;Compras;16%;13%;15%;12%
Valentina Martínez;43;Sistemas;3%;6%;24%;14%
Andrea Pérez;32;Finanzas;5%;7%;13%;4%
Luis Torres;58;Recursos Humanos;5%;14%;18%;24%
Pedro Sánchez;34;Compras;12%;18%;22%;7%
Carlos Rodríguez;56;Ventas;21%;22%;13%;24%
Pedro Arango;42;Logística;4%;2%;8%;21%
Laura Pérez;25;Ventas;21%;12%;13%;15%
Valentina Arango;21;Producción;14%;15%;19%;23%
Luis Fernández;26;Recursos Humanos;5%;25%;18%;16%
Pedro Ramírez;60;Recursos Humanos;11%;23%;3%;15%
Laura Martínez;34;Finanzas;19%;25%;18%;10%
Luis López;29;Finanzas;19%;13%;23%;19%
Andrea Torres;37;Marketing;7%;8%;16%;18%
Andrea Ramírez;59;Finanzas;21%;16%;14%;23%
Sebastián Arango;26;Logística;7%;18%;18%;17%
Andrea Sánchez;18;Finanzas;3%;12%;10%;11%
Andrea Sánchez;52;Marketing;4%;14%;19%;16%
Mariana Fernández;28;Compras;9%;19%;20%;23%
Juan Pérez;18;Ventas;21%;21%;17%;21%
Sebastián Pérez;57;Recursos Humanos;1%;4%;5%;23%
Mariana Torres;21;Logística;21%;23%;12%;21%
Sebastián Torres;29;Sistemas;21%;18%;21%;4%
Carlos López;27;Compras;6%;15%;22%;11%
Sebastián Arango;31;Producción;21%;12%;3%;20%
Camila Gómez;28;Logística;15%;12%;1%;14%
Andrea Fernández;42;Ventas;15%;17%;22%;10%
Carlos Ramírez;47;Finanzas;8%;18%;10%;4%
Valentina Torres;37;Sistemas;4%;16%;1%;8%
Sebastián Rodríguez;62;Finanzas;24%;24%;11%;22%
Luis Fernández;56;Logística;6%;6%;21%;11%
Sebastián Martínez;36;Compras;3%;7%;16%;18%
Laura Pérez;62;Recursos Humanos;12%;20%;24%;23%
Valentina Sánchez;34;Logística;13%;12%;11%;3%
Andrea Fernández;53;Finanzas;15%;15%;17%;21%
Luis Gómez;20;Ventas;4%;19%;13%;13%
Pedro Martínez;37;Sistemas;10%;18%;21%;1%
Juan Pérez;32;Compras;9%;4%;19%;2%
Luis Pérez;61;Recursos Humanos;10%;20%;21%;22%
Laura Ramírez;51;Sistemas;20%;25%;19%;17%
Luis Pérez;49;Producción;19%;24%;3%;21%
Camila Sánchez;23;Finanzas;7%;21%;5%;12%
Pedro Rodríguez;22;Producción;20%;19%;2%;2%
Pedro Martínez;47;Producción;10%;1%;17%;4%
Sebastián Fernández;35;Marketing;2%;2%;5%;17%
Andrea Pérez;20;Compras;8%;14%;20%;18%
Luis Rodríguez;49;Recursos Humanos;19%;9%;7%;5%
Pedro Ramírez;56;Producción;23%;23%;13%;16%
Camila Rodríguez;34;Compras;11%;19%;2%;19%
Juan Ramírez;30;Ventas;13%;15%;16%;4%
Valentina Sánchez;58;Compras;3%;16%;7%;7%
Laura Ramírez;49;Recursos Humanos;11%;18%;7%;2%
Pedro Martínez;54;Producción;15%;25%;17%;23%
Andrea Arango;18;Recursos Humanos;25%;19%;15%;5%
Pedro Rodríguez;53;Producción;9%;7%;17%;15%
Camila Pérez;54;Recursos Humanos;19%;10%;25%;20%
Laura López;58;Recursos Humanos;1%;3%;17%;5%
Valentina Pérez;41;Recursos Humanos;19%;23%;20%;4%
Andrea López;38;Compras;11%;20%;7%;20%
Pedro Rodríguez;36;Marketing;16%;6%;18%;17%
Sebastián Torres;48;Finanzas;12%;2%;15%;6%
Camila Ramírez;60;Finanzas;11%;24%;3%;15%
Carlos Fernández;47;Compras;17%;18%;9%;5%
Sebastián Ramírez;48;Marketing;25%;24%;5%;22%
Pedro Martínez;44;Marketing;7%;9%;1%;25%
Mariana Gómez;65;Ventas;2%;19%;23%;5%
Mariana Martínez;40;Logística;4%;18%;21%;16%
Mariana Rodríguez;22;Compras;23%;24%;23%;22%
Luis Rodríguez;63;Marketing;16%;16%;3%;22%
Valentina Martínez;21;Ventas;21%;24%;22%;21%
Laura Gómez;59;Producción;3%;21%;16%;5%
Carlos López;25;Logística;2%;5%;20%;1%
Andrea Rodríguez;37;Recursos Humanos;15%;12%;10%;18%
Sebastián Fernández;27;Producción;11%;20%;19%;19%
Valentina Rodríguez;38;Ventas;4%;11%;19%;22%
Andrea Arango;59;Marketing;12%;24%;7%;25%
Valentina Arango;54;Marketing;23%;6%;5%;8%
Sebastián Arango;22;Logística;14%;15%;1%;22%
Andrea Pérez;29;Producción;17%;10%;15%;9%
Laura Fernández;62;Sistemas;22%;13%;19%;11%
Luis Martínez;23;Recursos Humanos;20%;19%;2%;20%
Pedro Pérez;65;Finanzas;18%;11%;1%;15%
Andrea Gómez;21;Sistemas;11%;11%;12%;18%
Valentina Torres;42;Logística;21%;6%;12%;22%
Laura López;63;Compras;2%;16%;19%;5%
Luis Pérez;26;Marketing;3%;20%;10%;20%
Pedro Gómez;19;Ventas;8%;17%;4%;13%
Sebastián Torres;38;Recursos Humanos;12%;3%;9%;7%
Sebastián Rodríguez;65;Compras;9%;12%;10%;3%
Mariana Rodríguez;37;Ventas;21%;18%;13%;16%
Laura Gómez;20;Marketing;9%;17%;6%;19%
Laura Rodríguez;48;Recursos Humanos;20%;1%;2%;13%
Mariana Martínez;49;Finanzas;7%;13%;1%;21%
Valentina Arango;40;Ventas;4%;11%;1%;17%
Pedro Pérez;49;Finanzas;25%;10%;2%;4%
Camila Torres;40;Recursos Humanos;19%;16%;14%;15%
Luis Gómez;62;Marketing;16%;8%;5%;5%
Sebastián López;38;Recursos Humanos;21%;11%;25%;15%
Valentina Sánchez;52;Finanzas;4%;10%;11%;18%
Luis Rodríguez;47;Finanzas;14%;7%;3%;15%
Sebastián López;38;Producción;10%;13%;7%;13%
Luis Rodríguez;29;Sistemas;4%;2%;1%;6%
Laura Pérez;40;Finanzas;11%;25%;2%;17%
Valentina Martínez;38;Sistemas;13%;22%;21%;7%
Laura Sánchez;51;Marketing;14%;17%;20%;10%
Mariana Rodríguez;55;Sistemas;24%;13%;12%;13%
Juan Torres;50;Ventas;9%;3%;24%;19%
Camila Fernández;19;Finanzas;22%;22%;1%;19%
Juan Torres;57;Ventas;10%;20%;6%;7%
Pedro Sánchez;44;Sistemas;13%;22%;14%;8%
Carlos Fernández;22;Recursos Humanos;18%;13%;24%;4%
Luis Rodríguez;48;Sistemas;9%;12%;9%;6%
Laura Torres;22;Finanzas;17%;2%;5%;24%
Pedro López;46;Ventas;16%;11%;21%;19%
Camila Torres;45;Recursos Humanos;22%;17%;23%;14%
Laura Arango;63;Finanzas;4%;20%;19%;6%
Mariana Martínez;33;Logística;24%;23%;12%;20%
Andrea Martínez;27;Compras;12%;13%;24%;12%
Mariana Gómez;59;Sistemas;13%;20%;3%;22%
Laura Martínez;54;Marketing;18%;10%;5%;17%
Carlos Arango;37;Recursos Humanos;17%;24%;6%;4%
Sebastián Fernández;59;Producción;12%;13%;1%;15%
Andrea Sánchez;61;Marketing;4%;12%;4%;11%
Sebastián Ramírez;27;Producción;25%;23%;13%;21%
Laura Rodríguez;65;Finanzas;6%;15%;15%;11%
Valentina Gómez;46;Marketing;21%;21%;21%;13%
Juan López;45;Sistemas;12%;7%;16%;22%
Carlos Rodríguez;30;Compras;13%;8%;14%;16%
Pedro Martínez;37;Compras;9%;3%;7%;2%
Sebastián Fernández;52;Recursos Humanos;12%;1%;25%;3%
Valentina Arango;18;Finanzas;8%;1%;16%;16%
Mariana Fernández;41;Marketing;19%;6%;13%;14%
Luis Rodríguez;55;Compras;12%;24%;17%;25%
Carlos Ramírez;55;Sistemas;24%;12%;9%;11%
Luis Fernández;56;Finanzas;16%;4%;1%;9%
Pedro Rodríguez;57;Logística;17%;5%;3%;22%
Pedro Ramírez;52;Ventas;25%;13%;7%;15%
Laura Pérez;55;Compras;4%;2%;6%;9%
Camila Ramírez;59;Finanzas;2%;4%;16%;5%
Valentina López;20;Producción;1%;11%;7%;4%
Juan Sánchez;22;Ventas;13%;20%;10%;6%
Valentina López;52;Producción;14%;17%;19%;1%
Laura Gómez;24;Marketing;16%;3%;13%;8%
Pedro Gómez;64;Compras;24%;3%;22%;13%
Juan Rodríguez;62;Logística;9%;6%;20%;23%
Carlos Pérez;27;Logística;8%;25%;11%;15%
Carlos Arango;52;Sistemas;18%;15%;18%;18%
Valentina Ramírez;40;Finanzas;14%;12%;23%;21%
Pedro Torres;49;Ventas;2%;15%;14%;19%
Andrea Pérez;44;Compras;9%;20%;23%;21%
Laura Sánchez;33;Producción;23%;1%;5%;1%
Andrea Arango;25;Finanzas;8%;23%;6%;19%
Laura López;27;Compras;20%;8%;11%;12%
Mariana Pérez;23;Compras;21%;24%;8%;1%
Camila Sánchez;29;Producción;24%;16%;25%;2%
Mariana Martínez;38;Sistemas;12%;14%;15%;3%
Camila Torres;40;Recursos Humanos;19%;11%;15%;6%
Valentina Torres;64;Recursos Humanos;16%;10%;6%;19%
Andrea Gómez;34;Ventas;22%;3%;4%;16%
Pedro Sánchez;27;Marketing;13%;22%;5%;6%
Laura Fernández;62;Logística;18%;21%;1%;6%
Mariana Martínez;28;Sistemas;6%;4%;23%;10%
Pedro López;63;Marketing;23%;2%;10%;6%
Sebastián Torres;23;Ventas;22%;5%;1%;20%
Sebastián Rodríguez;61;Finanzas;16%;2%;1%;13%
Luis Fernández;51;Recursos Humanos;5%;3%;8%;13%
Carlos Ramírez;36;Recursos Humanos;19%;9%;18%;8%
Valentina Martínez;56;Producción;1%;20%;3%;24%
Valentina López;54;Marketing;11%;14%;8%;20%
Camila Gómez;35;Marketing;7%;13%;11%;20%
Luis Sánchez;54;Marketing;12%;2%;24%;15%
Sebastián Martínez;21;Recursos Humanos;8%;14%;19%;17%
Mariana Sánchez;19;Sistemas;21%;1%;11%;12%
Pedro Pérez;30;Recursos Humanos;16%;18%;9%;12%
Juan Sánchez;18;Compras;8%;22%;5%;23%
Mariana Torres;61;Producción;20%;21%;9%;6%
Camila Pérez;30;Marketing;4%;22%;17%;2%
Valentina López;57;Producción;9%;1%;22%;11%
Laura Fernández;55;Compras;18%;17%;24%;1%
Luis Fernández;53;Logística;25%;5%;19%;15%
Pedro López;28;Sistemas;11%;4%;14%;9%
Camila Ramírez;32;Ventas;1%;9%;23%;15%
Carlos Martínez;27;Ventas;1%;19%;5%;23%
Camila Fernández;22;Recursos Humanos;19%;6%;15%;19%
Andrea Pérez;38;Recursos Humanos;15%;15%;21%;24%
Camila Sánchez;35;Sistemas;20%;3%;21%;3%
Pedro Rodríguez;46;Marketing;12%;8%;6%;3%
Luis Ramírez;24;Producción;12%;15%;23%;18%
Laura Fernández;61;Finanzas;13%;12%;2%;10%
Laura Rodríguez;42;Recursos Humanos;6%;21%;6%;4%
Mariana López;18;Recursos Humanos;23%;19%;9%;23%
Andrea Gómez;36;Marketing;20%;10%;12%;17%
Luis López;56;Finanzas;2%;6%;4%;7%
Andrea Fernández;30;Ventas;25%;21%;24%;12%
Pedro Fernández;56;Logística;13%;14%;3%;17%
Mariana Ramírez;63;Recursos Humanos;24%;18%;13%;19%
Camila Torres;27;Ventas;4%;5%;3%;23%
Mariana Fernández;35;Compras;10%;6%;16%;10%
Luis Martínez;59;Sistemas;15%;7%;6%;5%
Laura López;26;Producción;1%;2%;17%;7%
Carlos Torres;43;Ventas;16%;3%;22%;7%
Camila Gómez;23;Finanzas;3%;19%;16%;14%
Pedro Torres;42;Ventas;12%;21%;10%;16%
Andrea Gómez;65;Ventas;3%;17%;6%;12%
Camila Fernández;52;Logística;8%;15%;24%;16%
Andrea Sánchez;44;Logística;13%;21%;25%;1%
Juan Pérez;43;Finanzas;18%;14%;7%;17%
Juan Sánchez;23;Ventas;9%;18%;9%;14%
Carlos Martínez;22;Finanzas;24%;2%;6%;1%
Camila Ramírez;58;Recursos Humanos;1%;18%;18%;25%
Mariana Sánchez;60;Compras;21%;20%;17%;12%
Sebastián Sánchez;51;Marketing;1%;10%;6%;18%
Mariana Martínez;27;Compras;10%;21%;15%;15%
Camila Fernández;65;Finanzas;12%;14%;4%;18%
Mariana Gómez;64;Sistemas;23%;9%;11%;17%
Valentina Ramírez;48;Marketing;14%;17%;11%;25%
Camila Arango;23;Recursos Humanos;22%;2%;7%;14%
Pedro López;42;Compras;1%;4%;25%;1%
Sebastián Sánchez;38;Recursos Humanos;16%;13%;14%;23%
Luis Fernández;50;Marketing;5%;4%;12%;9%
Luis Torres;24;Finanzas;20%;20%;20%;2%
Andrea Fernández;65;Compras;14%;8%;3%;24%
Laura Gómez;58;Finanzas;1%;20%;22%;25%
Mariana Fernández;20;Logística;12%;22%;4%;7%
Carlos Martínez;30;Logística;3%;21%;16%;21%
Laura Rodríguez;24;Marketing;11%;17%;7%;20%
Camila Ramírez;35;Sistemas;17%;11%;17%;12%
Camila Arango;52;Sistemas;20%;25%;15%;18%
Juan Ramírez;61;Compras;23%;22%;2%;3%
Valentina Martínez;44;Recursos Humanos;6%;23%;8%;16%
Laura Martínez;64;Logística;6%;14%;22%;23%
Juan Gómez;50;Compras;24%;11%;17%;12%
Carlos Torres;42;Recursos Humanos;9%;24%;5%;23%
Carlos Rodríguez;64;Finanzas;17%;3%;6%;14%
Mariana Ramírez;49;Compras;1%;9%;23%;8%
Carlos López;50;Sistemas;23%;19%;3%;19%
Camila Ramírez;42;Producción;25%;19%;13%;4%
Camila Sánchez;37;Recursos Humanos;22%;8%;10%;15%
Camila Gómez;63;Recursos Humanos;16%;10%;20%;12%
Pedro Pérez;40;Compras;6%;10%;4%;24%
Juan Fernández;52;Finanzas;19%;15%;6%;9%
Valentina Gómez;22;Marketing;16%;18%;25%;10%
Pedro Torres;31;Ventas;25%;8%;19%;21%
Laura Arango;53;Compras;19%;8%;19%;11%
Juan Sánchez;43;Logística;18%;4%;3%;23%
Sebastián Rodríguez;61;Producción;15%;14%;14%;5%
Mariana Gómez;49;Logística;23%;23%;10%;12%
Pedro López;64;Ventas;12%;24%;19%;4%
Valentina López;55;Sistemas;14%;22%;8%;21%
Pedro Pérez;54;Finanzas;6%;20%;15%;13%
Camila Fernández;24;Producción;7%;6%;21%;9%
Camila Ramírez;49;Producción;7%;12%;4%;15%
Pedro Martínez;59;Ventas;10%;8%;10%;19%
Pedro Pérez;47;Finanzas;9%;12%;19%;17%
Valentina Martínez;36;Ventas;10%;24%;13%;13%
Laura Fernández;23;Marketing;19%;21%;11%;17%
Laura Fernández;64;Recursos Humanos;6%;22%;7%;22%
Sebastián Sánchez;61;Logística;6%;10%;23%;19%
Carlos Sánchez;21;Sistemas;15%;20%;17%;11%
Luis Torres;37;Logística;11%;10%;17%;25%
Luis Pérez;45;Logística;11%;8%;2%;22%
Camila Torres;39;Compras;14%;4%;22%;15%
Pedro Rodríguez;20;Marketing;1%;2%;21%;10%
Sebastián Ramírez;21;Ventas;5%;22%;1%;11%
Pedro Torres;41;Finanzas;20%;18%;12%;13%
Sebastián Gómez;48;Compras;16%;7%;1%;16%
Valentina Rodríguez;65;Marketing;18%;12%;23%;23%
Pedro Sánchez;33;Sistemas;18%;17%;17%;24%
Andrea Rodríguez;43;Logística;23%;24%;18%;22%
Laura Gómez;64;Producción;16%;24%;2%;20%
Sebastián Martínez;27;Compras;15%;14%;12%;6%
Laura Martínez;57;Producción;14%;24%;18%;18%
Andrea Arango;62;Finanzas;16%;21%;4%;13%
Andrea Ramírez;31;Logística;13%;12%;17%;2%
Camila Rodríguez;31;Marketing;19%;5%;6%;6%
Carlos Arango;34;Ventas;13%;6%;10%;18%
Pedro Fernández;32;Ventas;24%;5%;9%;11%
Camila Rodríguez;23;Ventas;3%;13%;16%;14%
Luis López;38;Marketing;10%;7%;15%;21%
Mariana Rodríguez;30;Ventas;21%;15%;20%;16%
Pedro Pérez;44;Producción;2%;9%;7%;12%
Laura Arango;19;Logística;12%;7%;1%;17%
Luis Sánchez;26;Finanzas;19%;25%;2%;1%
Mariana Gómez;23;Marketing;3%;15%;17%;22%
Laura Rodríguez;50;Producción;19%;13%;19%;24%
Luis Sánchez;63;Logística;3%;20%;6%;17%
Sebastián Ramírez;40;Finanzas;19%;17%;12%;10%
Carlos Ramírez;57;Producción;7%;12%;17%;9%
Carlos Sánchez;61;Marketing;17%;5%;15%;3%
Juan López;28;Marketing;7%;23%;14%;21%
Sebastián Martínez;54;Finanzas;1%;10%;21%;23%
Juan Fernández;44;Finanzas;24%;8%;10%;11%
Luis Sánchez;49;Finanzas;18%;14%;9%;20%
Andrea Pérez;18;Marketing;21%;16%;15%;16%
Sebastián Pérez;18;Finanzas;3%;20%;1%;10%
Camila Rodríguez;57;Finanzas;11%;1%;11%;12%
Luis Arango;41;Ventas;5%;23%;5%;5%
Mariana Pérez;31;Sistemas;16%;14%;10%;9%
Carlos Fernández;59;Compras;21%;25%;16%;23%
Luis Fernández;59;Compras;23%;19%;10%;14%
Andrea Gómez;47;Marketing;12%;4%;10%;12%
Luis Ramírez;46;Recursos Humanos;16%;7%;7%;23%
Andrea Pérez;65;Ventas;21%;14%;4%;4%
Luis López;23;Finanzas;20%;24%;15%;14%
Pedro Ramírez;21;Marketing;20%;12%;5%;21%
Camila Martínez;38;Compras;6%;15%;3%;14%
Juan Gómez;31;Logística;17%;3%;5%;6%
Juan Rodríguez;46;Compras;2%;17%;14%;6%
Camila Pérez;63;Ventas;24%;1%;20%;7%
Valentina López;37;Ventas;14%;24%;22%;16%
Luis Martínez;54;Producción;14%;5%;10%;19%
Carlos Sánchez;23;Producción;5%;17%;25%;5%
Sebastián Arango;28;Producción;4%;7%;19%;25%
Luis Sánchez;21;Logística;11%;13%;24%;19%
Pedro Ramírez;40;Sistemas;24%;2%;12%;11%
Valentina Torres;40;Finanzas;17%;21%;1%;23%
Carlos Gómez;18;Logística;13%;2%;22%;22%
Sebastián Torres;19;Producción;10%;22%;13%;14%
Carlos Sánchez;28;Logística;21%;19%;16%;22%
Pedro Sánchez;62;Marketing;24%;14%;1%;14%
Valentina Ramírez;59;Marketing;20%;25%;8%;13%
Mariana Rodríguez;34;Recursos Humanos;17%;15%;1%;12%
Valentina Fernández;47;Ventas;22%;9%;6%;20%
Sebastián Arango;38;Compras;18%;4%;11%;22%
Valentina Arango;33;Recursos Humanos;17%;18%;4%;21%
Andrea Fernández;25;Recursos Humanos;9%;11%;18%;25%
Luis López;20;Recursos Humanos;7%;15%;7%;5%
Laura Gómez;52;Finanzas;19%;19%;19%;23%
Andrea Arango;61;Producción;24%;16%;20%;13%
Pedro Torres;22;Sistemas;4%;19%;3%;3%
Luis Torres;40;Ventas;2%;16%;8%;2%
Sebastián Fernández;36;Logística;16%;10%;22%;11%
Andrea Rodríguez;56;Sistemas;24%;16%;22%;16%
Camila López;19;Logística;13%;2%;7%;17%
Sebastián Fernández;32;Recursos Humanos;3%;11%;7%;8%
Andrea Martínez;47;Logística;21%;19%;25%;13%
Carlos Ramírez;47;Logística;5%;18%;15%;16%
Andrea Fernández;38;Logística;19%;20%;13%;10%
Sebastián Martínez;45;Compras;21%;21%;11%;12%
Mariana Fernández;62;Recursos Humanos;24%;18%;21%;8%
Juan Torres;31;Sistemas;22%;2%;24%;3%
Laura Ramírez;18;Marketing;20%;23%;13%;10%
Sebastián Arango;32;Producción;4%;3%;23%;20%
Luis Fernández;30;Ventas;12%;11%;14%;7%
Carlos Gómez;29;Logística;6%;3%;22%;21%
Laura Gómez;44;Compras;9%;14%;7%;24%
Mariana Arango;49;Logística;7%;17%;22%;9%
Carlos Martínez;61;Producción;14%;7%;23%;22%
Pedro Torres;34;Compras;9%;17%;11%;16%
Luis López;58;Producción;24%;6%;16%;12%
Laura Rodríguez;52;Sistemas;22%;21%;16%;2%
Sebastián Torres;63;Recursos Humanos;11%;20%;9%;10%
Valentina Martínez;53;Producción;20%;20%;23%;3%
Mariana Martínez;51;Sistemas;6%;15%;24%;12%
Luis Gómez;22;Finanzas;2%;11%;11%;14%
Juan Sánchez;46;Compras;3%;4%;12%;3%
Carlos Martínez;42;Marketing;3%;25%;4%;19%
Carlos Ramírez;33;Sistemas;20%;3%;18%;17%
Laura Arango;28;Recursos Humanos;23%;7%;15%;12%
Valentina Sánchez;24;Producción;19%;20%;18%;11%
Luis Arango;39;Ventas;12%;12%;4%;1%
Luis Fernández;31;Marketing;13%;24%;10%;17%
Pedro Arango;63;Compras;8%;18%;10%;1%
Andrea Fernández;23;Producción;11%;11%;9%;25%
Valentina Arango;34;Logística;18%;19%;23%;7%
Luis Torres;30;Finanzas;23%;21%;11%;21%
Valentina Arango;60;Logística;11%;23%;17%;13%
Pedro Martínez;29;Compras;6%;12%;17%;15%
Sebastián Gómez;34;Logística;5%;21%;17%;20%
Mariana Arango;39;Marketing;9%;19%;15%;16%
Luis Ramírez;54;Marketing;16%;18%;10%;23%
Sebastián Martínez;31;Recursos Humanos;25%;20%;10%;3%
Andrea Martínez;57;Compras;1%;4%;23%;11%
Laura Martínez;43;Marketing;5%;15%;21%;14%
Camila Gómez;62;Sistemas;22%;16%;7%;22%
Mariana Torres;40;Recursos Humanos;1%;7%;3%;8%
Valentina Fernández;41;Sistemas;14%;8%;17%;12%
Carlos Martínez;37;Recursos Humanos;16%;21%;24%;7%
Sebastián Gómez;21;Finanzas;16%;4%;14%;14%
Camila Rodríguez;41;Marketing;24%;7%;22%;8%
Juan Ramírez;65;Recursos Humanos;2%;9%;19%;15%
Sebastián Martínez;28;Sistemas;25%;15%;20%;22%
Sebastián Gómez;20;Compras;2%;6%;13%;10%
Valentina Sánchez;30;Logística;3%;14%;25%;2%
Sebastián Martínez;52;Compras;24%;16%;12%;11%
Carlos Rodríguez;48;Marketing;23%;18%;13%;4%
Camila López;25;Logística;1%;25%;7%;18%
Camila Gómez;38;Ventas;8%;13%;13%;24%
Pedro Sánchez;41;Recursos Humanos;11%;12%;20%;11%
Camila Martínez;45;Marketing;20%;7%;8%;15%
Laura Torres;43;Logística;15%;25%;19%;4%
Laura Martínez;65;Sistemas;23%;8%;9%;1%
Mariana Martínez;23;Recursos Humanos;21%;23%;2%;8%
Pedro Martínez;30;Logística;6%;12%;21%;21%
Valentina Sánchez;51;Marketing;13%;6%;17%;18%
Juan Torres;65;Ventas;20%;19%;22%;16%
Juan Ramírez;32;Finanzas;11%;19%;23%;23%
Valentina Torres;61;Marketing;2%;5%;21%;14%
Luis Sánchez;39;Finanzas;3%;1%;18%;8%
Mariana Gómez;22;Marketing;2%;3%;13%;15%
Valentina Pérez;48;Marketing;6%;23%;20%;15%
Mariana Pérez;19;Logística;3%;25%;20%;6%
Laura Martínez;64;Sistemas;4%;11%;16%;9%
Camila López;24;Compras;1%;23%;1%;17%
Carlos Fernández;27;Marketing;6%;21%;4%;9%
Carlos Arango;31;Producción;14%;23%;8%;24%
Mariana Pérez;54;Recursos Humanos;1%;7%;21%;13%
Sebastián López;45;Logística;8%;17%;13%;3%
Carlos Arango;31;Sistemas;4%;17%;2%;22%
Mariana Ramírez;26;Producción;6%;8%;1%;10%
Luis Sánchez;50;Marketing;16%;14%;24%;3%
Valentina Rodríguez;50;Finanzas;20%;17%;23%;22%
Mariana Martínez;63;Sistemas;11%;12%;11%;1%
Pedro Arango;33;Logística;18%;11%;10%;4%
Mariana Torres;41;Ventas;14%;5%;25%;23%
Pedro Rodríguez;44;Recursos Humanos;16%;17%;7%;9%
Pedro Rodríguez;48;Recursos Humanos;1%;22%;18%;16%
Carlos Torres;44;Sistemas;1%;22%;7%;11%
Mariana Fernández;44;Logística;23%;7%;25%;25%
Camila Torres;26;Ventas;15%;23%;16%;4%
Camila Torres;51;Marketing;19%;20%;18%;1%
Valentina Gómez;21;Compras;6%;2%;11%;14%
Mariana Torres;25;Recursos Humanos;9%;21%;14%;5%
Laura Gómez;23;Compras;21%;22%;14%;2%
Laura Arango;54;Recursos Humanos;1%;6%;24%;4%
Valentina Martínez;24;Recursos Humanos;15%;22%;1%;5%
Carlos Gómez;39;Logística;14%;10%;6%;2%
Juan Fernández;50;Logística;1%;15%;15%;6%
Valentina Fernández;37;Compras;2%;8%;8%;17%
Camila Fernández;29;Logística;15%;1%;23%;3%
Carlos Arango;22;Ventas;3%;3%;13%;12%
Pedro Fernández;44;Marketing;20%;14%;13%;17%
Luis Torres;48;Marketing;11%;14%;18%;19%
Carlos Torres;52;Finanzas;17%;23%;1%;25%
Juan Torres;34;Compras;13%;23%;9%;8%
Laura Arango;55;Sistemas;3%;4%;18%;4%
Camila Fernández;48;Marketing;18%;25%;8%;8%
Andrea López;23;Producción;13%;19%;6%;1%
Camila López;33;Recursos Humanos;20%;16%;25%;19%
Carlos Rodríguez;36;Recursos Humanos;13%;14%;10%;5%
Luis Gómez;62;Recursos Humanos;7%;10%;1%;21%
Valentina Arango;59;Sistemas;17%;21%;8%;15%
Valentina Ramírez;49;Producción;12%;11%;8%;19%
Luis Ramírez;43;Recursos Humanos;14%;22%;16%;5%
Carlos Ramírez;37;Finanzas;15%;12%;5%;12%
Luis Torres;29;Ventas;3%;10%;21%;14%
Camila López;20;Compras;19%;12%;14%;23%
Andrea Martínez;42;Finanzas;7%;9%;22%;2%
Sebastián Arango;27;Finanzas;13%;17%;3%;23%
Sebastián Martínez;55;Compras;9%;9%;1%;18%
Mariana Torres;65;Marketing;7%;9%;9%;15%
Andrea Pérez;20;Sistemas;9%;14%;2%;24%
Mariana Sánchez;40;Compras;8%;21%;2%;18%
Laura López;47;Recursos Humanos;21%;24%;22%;5%
Pedro Pérez;19;Ventas;20%;12%;6%;15%
Sebastián Torres;49;Recursos Humanos;5%;10%;22%;1%
Camila Martínez;47;Recursos Humanos;19%;14%;21%;7%
Pedro Rodríguez;31;Compras;6%;1%;25%;16%
Sebastián Martínez;46;Recursos Humanos;3%;5%;25%;17%
Sebastián Pérez;28;Ventas;19%;3%;8%;23%
Camila Arango;25;Producción;15%;15%;24%;17%
Juan López;54;Ventas;2%;25%;10%;7%
Valentina Torres;46;Ventas;13%;3%;2%;1%
Juan Pérez;22;Producción;19%;7%;23%;13%
Camila Sánchez;36;Compras;16%;3%;23%;14%
Mariana Torres;64;Marketing;2%;17%;19%;20%
Camila Ramírez;58;Ventas;14%;16%;18%;24%
Camila Ramírez;43;Finanzas;24%;24%;19%;5%
